3000,sound,bird.wav
5000,sound,cat_y.wav
7000,sound,chicken.wav
9000,sound,cow3.wav
13000,sound,coyote_howl.wav
15000,sound,dog_bark_x.wav
17000,sound,cow_mad_x.wav
